# x=3.0250  x=3.0750  x=3.1250  x=3.1750  x=3.2250  x=3.2750  x=3.3250  x=3.3750  x=3.4250  x=3.4750  x=3.5250  x=3.5750  x=3.6250  x=3.6750  x=3.7250  x=3.7750  x=3.8250  x=3.8750  x=3.9250  x=3.9750  x=4.0250  x=4.0750  x=4.1250  x=4.1750  x=4.2250  x=4.2750  x=4.3250  x=4.3750  x=4.4250  x=4.4750  x=4.5250  x=4.5750  x=4.6250  x=4.6750  x=4.7250  x=4.7750  x=4.8250  x=4.8750  x=4.9250  x=4.9750  x=5.0250  x=5.0750  x=5.1250  x=5.1750  x=5.2250  x=5.2750  x=5.3250  x=5.3750  x=5.4250  x=5.4750  x=5.5250  x=5.5750  x=5.6250  x=5.6750  x=5.7250  x=5.7750  x=5.8250  x=5.8750  x=5.9250  x=5.9750  x=6.0250  x=6.0750  x=6.1250  x=6.1750  x=6.2250  x=6.2750  x=6.3250  x=6.3750  x=6.4250  x=6.4750  x=6.5250  x=6.5750  x=6.6250  x=6.6750  x=6.7250  x=6.7750  x=6.8250  x=6.8750  x=6.9250  x=6.9750
1.263773e+00 1.253724e+00 1.242743e+00 1.230814e+00 1.217925e+00 1.204058e+00 1.189196e+00 1.174814e+00 1.162523e+00 1.150799e+00 1.139617e+00 1.128952e+00 1.118779e+00 1.109078e+00 1.099825e+00 1.090999e+00 1.082582e+00 1.074555e+00 1.066899e+00 1.059597e+00 1.052633e+00 1.045992e+00 1.039659e+00 1.033619e+00 1.027859e+00 1.022366e+00 1.017128e+00 1.012133e+00 1.007371e+00 1.002829e+00 9.984993e-01 9.943708e-01 9.904346e-01 9.866819e-01 9.831044e-01 9.796940e-01 9.764432e-01 9.733446e-01 9.703914e-01 9.675770e-01 9.648950e-01 9.623394e-01 9.599047e-01 9.575852e-01 9.553759e-01 9.532718e-01 9.512682e-01 9.493606e-01 9.475448e-01 9.458166e-01 9.441723e-01 9.426082e-01 9.411208e-01 9.397067e-01 9.383628e-01 9.370861e-01 9.358737e-01 9.347230e-01 9.336313e-01 9.325962e-01 9.316154e-01 9.306867e-01 9.298081e-01 9.289775e-01 9.281932e-01 9.274533e-01 9.267563e-01 9.261005e-01 9.254844e-01 9.249068e-01 9.243664e-01 9.238618e-01 9.233920e-01 9.227775e-01 9.219183e-01 9.209893e-01 9.199871e-01 9.189076e-01 9.177466e-01 9.164995e-01
1.263848e+00 1.253803e+00 1.242824e+00 1.230899e+00 1.218013e+00 1.204149e+00 1.189290e+00 1.177098e+00 1.168977e+00 1.161236e+00 1.153862e+00 1.146845e+00 1.140175e+00 1.133842e+00 1.127836e+00 1.122149e+00 1.116773e+00 1.111699e+00 1.106919e+00 1.102428e+00 1.098218e+00 1.094283e+00 1.090618e+00 1.087216e+00 1.084073e+00 1.081185e+00 1.078547e+00 1.076154e+00 1.074005e+00 1.072095e+00 1.070422e+00 1.068983e+00 1.067776e+00 1.066799e+00 1.066051e+00 1.065532e+00 1.065239e+00 1.065172e+00 1.065333e+00 1.065720e+00 1.066334e+00 1.067176e+00 1.068248e+00 1.069551e+00 1.071087e+00 1.072858e+00 1.074867e+00 1.077117e+00 1.079610e+00 1.082352e+00 1.085345e+00 1.088595e+00 1.092105e+00 1.095881e+00 1.099930e+00 1.104256e+00 1.108865e+00 1.113766e+00 1.118965e+00 1.124469e+00 1.130287e+00 1.136427e+00 1.142899e+00 1.149712e+00 1.156875e+00 1.164400e+00 1.172297e+00 1.180579e+00 1.189257e+00 1.198344e+00 1.207853e+00 1.217799e+00 1.228195e+00 1.243115e+00 1.260945e+00 1.277644e+00 1.293230e+00 1.307716e+00 1.321118e+00 1.333447e+00
1.741150e+00 1.748773e+00 1.756081e+00 1.763085e+00 1.769793e+00 1.776212e+00 1.782352e+00 1.787258e+00 1.790922e+00 1.794310e+00 1.797426e+00 1.800271e+00 1.802848e+00 1.805158e+00 1.807204e+00 1.808988e+00 1.810509e+00 1.811771e+00 1.812773e+00 1.813517e+00 1.814003e+00 1.814231e+00 1.814202e+00 1.813916e+00 1.813372e+00 1.812570e+00 1.811510e+00 1.810190e+00 1.808610e+00 1.806767e+00 1.804662e+00 1.802292e+00 1.799655e+00 1.796749e+00 1.793573e+00 1.790122e+00 1.786396e+00 1.782390e+00 1.778102e+00 1.773529e+00 1.768666e+00 1.763510e+00 1.758057e+00 1.752303e+00 1.746243e+00 1.739872e+00 1.733185e+00 1.726178e+00 1.718844e+00 1.711178e+00 1.703174e+00 1.694826e+00 1.686127e+00 1.677070e+00 1.667648e+00 1.657853e+00 1.647679e+00 1.637117e+00 1.626159e+00 1.614796e+00 1.603019e+00 1.590820e+00 1.578187e+00 1.565113e+00 1.551586e+00 1.537595e+00 1.523131e+00 1.508180e+00 1.492733e+00 1.476776e+00 1.460297e+00 1.443284e+00 1.425722e+00 1.406296e+00 1.386201e+00 1.366703e+00 1.347767e+00 1.329359e+00 1.311444e+00 1.293991e+00
1.156599e+00 1.142583e+00 1.127495e+00 1.111317e+00 1.094028e+00 1.075606e+00 1.056029e+00 1.037396e+00 1.021806e+00 1.007091e+00 9.932096e-01 9.801238e-01 9.677965e-01 9.561931e-01 9.452813e-01 9.350302e-01 9.254114e-01 9.163976e-01 9.079639e-01 9.000863e-01 8.927430e-01 8.859133e-01 8.795781e-01 8.737196e-01 8.683214e-01 8.633684e-01 8.588467e-01 8.547436e-01 8.510476e-01 8.477484e-01 8.448367e-01 8.423044e-01 8.401443e-01 8.383504e-01 8.369177e-01 8.358422e-01 8.351208e-01 8.347515e-01 8.347333e-01 8.350662e-01 8.357510e-01 8.367897e-01 8.381853e-01 8.399415e-01 8.420634e-01 8.445568e-01 8.474289e-01 8.506875e-01 8.543419e-01 8.584023e-01 8.628801e-01 8.677878e-01 8.731392e-01 8.789492e-01 8.852342e-01 8.920118e-01 8.993010e-01 9.071221e-01 9.154972e-01 9.244497e-01 9.340047e-01 9.441889e-01 9.550309e-01 9.665611e-01 9.788118e-01 9.918174e-01 1.005614e+00 1.020241e+00 1.035739e+00 1.052151e+00 1.069523e+00 1.087905e+00 1.107347e+00 1.130834e+00 1.155839e+00 1.179459e+00 1.201718e+00 1.222639e+00 1.242242e+00 1.260547e+00
1.239652e+00 1.228710e+00 1.216804e+00 1.203920e+00 1.190040e+00 1.175148e+00 1.159225e+00 1.139458e+00 1.118303e+00 1.098462e+00 1.079854e+00 1.062401e+00 1.046031e+00 1.030677e+00 1.016274e+00 1.002763e+00 9.900875e-01 9.781955e-01 9.670374e-01 9.565669e-01 9.467407e-01 9.375179e-01 9.288604e-01 9.207322e-01 9.130997e-01 9.059311e-01 8.991968e-01 8.928688e-01 8.869209e-01 8.813284e-01 8.760681e-01 8.711183e-01 8.664583e-01 8.620689e-01 8.579319e-01 8.540301e-01 8.503473e-01 8.468683e-01 8.435786e-01 8.404646e-01 8.375134e-01 8.347127e-01 8.320510e-01 8.295171e-01 8.271006e-01 8.247915e-01 8.225801e-01 8.204574e-01 8.184145e-01 8.164429e-01 8.145345e-01 8.126813e-01 8.108757e-01 8.091101e-01 8.073774e-01 8.056702e-01 8.039814e-01 8.023042e-01 8.006315e-01 7.989564e-01 7.972720e-01 7.955712e-01 7.938471e-01 7.920923e-01 7.902998e-01 7.884621e-01 7.865714e-01 7.846201e-01 7.826000e-01 7.805027e-01 7.783195e-01 7.760414e-01 7.736589e-01 7.710534e-01 7.684501e-01 7.659451e-01 7.635264e-01 7.611822e-01 7.589012e-01 7.566725e-01
1.855710e+00 1.867574e+00 1.879271e+00 1.890818e+00 1.902228e+00 1.913517e+00 1.924697e+00 1.940404e+00 1.959634e+00 1.977799e+00 1.994932e+00 2.011063e+00 2.026221e+00 2.040433e+00 2.053726e+00 2.066123e+00 2.077645e+00 2.088315e+00 2.098151e+00 2.107170e+00 2.115390e+00 2.122824e+00 2.129486e+00 2.135388e+00 2.140540e+00 2.144953e+00 2.148633e+00 2.151588e+00 2.153822e+00 2.155340e+00 2.156144e+00 2.156237e+00 2.155617e+00 2.154284e+00 2.152236e+00 2.149469e+00 2.145977e+00 2.141755e+00 2.136795e+00 2.131088e+00 2.124625e+00 2.117392e+00 2.109378e+00 2.100567e+00 2.090945e+00 2.080493e+00 2.069193e+00 2.057025e+00 2.043967e+00 2.029995e+00 2.015085e+00 1.999209e+00 1.982339e+00 1.964445e+00 1.945494e+00 1.925453e+00 1.904286e+00 1.881954e+00 1.858417e+00 1.833634e+00 1.807559e+00 1.780146e+00 1.751345e+00 1.721106e+00 1.689373e+00 1.656089e+00 1.621196e+00 1.584629e+00 1.546324e+00 1.506211e+00 1.464219e+00 1.420272e+00 1.374292e+00 1.339190e+00 1.317899e+00 1.297380e+00 1.277585e+00 1.258473e+00 1.240002e+00 1.222130e+00
1.643617e+00 1.647629e+00 1.651201e+00 1.654337e+00 1.657040e+00 1.659315e+00 1.661164e+00 1.662606e+00 1.663930e+00 1.665122e+00 1.666184e+00 1.667117e+00 1.667924e+00 1.668604e+00 1.669159e+00 1.669591e+00 1.669899e+00 1.670083e+00 1.670145e+00 1.670084e+00 1.669901e+00 1.669594e+00 1.669164e+00 1.668610e+00 1.667931e+00 1.667125e+00 1.666193e+00 1.665132e+00 1.663942e+00 1.662619e+00 1.661163e+00 1.659571e+00 1.657841e+00 1.655970e+00 1.653956e+00 1.651796e+00 1.649486e+00 1.647023e+00 1.644404e+00 1.641625e+00 1.638681e+00 1.635569e+00 1.632284e+00 1.628821e+00 1.625175e+00 1.621341e+00 1.617313e+00 1.613085e+00 1.608652e+00 1.604006e+00 1.599141e+00 1.594050e+00 1.588725e+00 1.583159e+00 1.577344e+00 1.571270e+00 1.564930e+00 1.558314e+00 1.551412e+00 1.544215e+00 1.536711e+00 1.528890e+00 1.520741e+00 1.512251e+00 1.503409e+00 1.494201e+00 1.484614e+00 1.474634e+00 1.464246e+00 1.453435e+00 1.442187e+00 1.430483e+00 1.418307e+00 1.405682e+00 1.393389e+00 1.381366e+00 1.369587e+00 1.358029e+00 1.346669e+00 1.335483e+00
2.106512e+00 2.127659e+00 2.148966e+00 2.170459e+00 2.192165e+00 2.214111e+00 2.236325e+00 2.253461e+00 2.264558e+00 2.274991e+00 2.284764e+00 2.293880e+00 2.302342e+00 2.310151e+00 2.317310e+00 2.323820e+00 2.329685e+00 2.334905e+00 2.339483e+00 2.343418e+00 2.346713e+00 2.349368e+00 2.351384e+00 2.352762e+00 2.353502e+00 2.353604e+00 2.353068e+00 2.351895e+00 2.350083e+00 2.347633e+00 2.344543e+00 2.340813e+00 2.336442e+00 2.331427e+00 2.325769e+00 2.319466e+00 2.312514e+00 2.304914e+00 2.296662e+00 2.287756e+00 2.278193e+00 2.267972e+00 2.257088e+00 2.245539e+00 2.233322e+00 2.220433e+00 2.206868e+00 2.192624e+00 2.177697e+00 2.162081e+00 2.145774e+00 2.128770e+00 2.111064e+00 2.092652e+00 2.073527e+00 2.053686e+00 2.033121e+00 2.011828e+00 1.989800e+00 1.967031e+00 1.943514e+00 1.919243e+00 1.894211e+00 1.868411e+00 1.841835e+00 1.814476e+00 1.786326e+00 1.757377e+00 1.727621e+00 1.697049e+00 1.665654e+00 1.633425e+00 1.600353e+00 1.558850e+00 1.512149e+00 1.467702e+00 1.425387e+00 1.385089e+00 1.346696e+00 1.310104e+00
1.405553e+00 1.400753e+00 1.395204e+00 1.388898e+00 1.381829e+00 1.373987e+00 1.365363e+00 1.357746e+00 1.352309e+00 1.347244e+00 1.342543e+00 1.338200e+00 1.334208e+00 1.330563e+00 1.327259e+00 1.324290e+00 1.321654e+00 1.319346e+00 1.317362e+00 1.315701e+00 1.314360e+00 1.313337e+00 1.312630e+00 1.312238e+00 1.312162e+00 1.312400e+00 1.312953e+00 1.313822e+00 1.315008e+00 1.316513e+00 1.318339e+00 1.320489e+00 1.322965e+00 1.325771e+00 1.328912e+00 1.332390e+00 1.336212e+00 1.340383e+00 1.344909e+00 1.349796e+00 1.355051e+00 1.360682e+00 1.366696e+00 1.373102e+00 1.379909e+00 1.387127e+00 1.394766e+00 1.402836e+00 1.411350e+00 1.420319e+00 1.429757e+00 1.439675e+00 1.450089e+00 1.461013e+00 1.472463e+00 1.484454e+00 1.497005e+00 1.510132e+00 1.523854e+00 1.538191e+00 1.553162e+00 1.568790e+00 1.585097e+00 1.602104e+00 1.619837e+00 1.638321e+00 1.657582e+00 1.677646e+00 1.698544e+00 1.720303e+00 1.742955e+00 1.766532e+00 1.791068e+00 1.821645e+00 1.855372e+00 1.887206e+00 1.917149e+00 1.945207e+00 1.971384e+00 1.995683e+00
1.258062e+00 1.247802e+00 1.236602e+00 1.224448e+00 1.211324e+00 1.197214e+00 1.182101e+00 1.163626e+00 1.144088e+00 1.125753e+00 1.108548e+00 1.092408e+00 1.077269e+00 1.063074e+00 1.049767e+00 1.037296e+00 1.025615e+00 1.014676e+00 1.004439e+00 9.948632e-01 9.859117e-01 9.775500e-01 9.697456e-01 9.624685e-01 9.556904e-01 9.493851e-01 9.435282e-01 9.380971e-01 9.330707e-01 9.284296e-01 9.241559e-01 9.202329e-01 9.166456e-01 9.133800e-01 9.104235e-01 9.077647e-01 9.053933e-01 9.033001e-01 9.014770e-01 8.999169e-01 8.986138e-01 8.975628e-01 8.967596e-01 8.962012e-01 8.958855e-01 8.958112e-01 8.959780e-01 8.963865e-01 8.970385e-01 8.979363e-01 8.990835e-01 9.004844e-01 9.021446e-01 9.040704e-01 9.062693e-01 9.087498e-01 9.115215e-01 9.145950e-01 9.179824e-01 9.216968e-01 9.257523e-01 9.301649e-01 9.349516e-01 9.401307e-01 9.457226e-01 9.517486e-01 9.582322e-01 9.651985e-01 9.726744e-01 9.806888e-01 9.892727e-01 9.984594e-01 1.008284e+00 1.015944e+00 1.020245e+00 1.024032e+00 1.027310e+00 1.030082e+00 1.032350e+00 1.034117e+00
1.186623e+00 1.173719e+00 1.159781e+00 1.144794e+00 1.128737e+00 1.111592e+00 1.093335e+00 1.076875e+00 1.063951e+00 1.051608e+00 1.039819e+00 1.028556e+00 1.017797e+00 1.007517e+00 9.976942e-01 9.883067e-01 9.793342e-01 9.707570e-01 9.625564e-01 9.547146e-01 9.472143e-01 9.400391e-01 9.331735e-01 9.266023e-01 9.203113e-01 9.142866e-01 9.085151e-01 9.029843e-01 8.976819e-01 8.925965e-01 8.877169e-01 8.830324e-01 8.785329e-01 8.742084e-01 8.700495e-01 8.660472e-01 8.621927e-01 8.584776e-01 8.548937e-01 8.514332e-01 8.480886e-01 8.448526e-01 8.417180e-01 8.386781e-01 8.357261e-01 8.328557e-01 8.300605e-01 8.273345e-01 8.246717e-01 8.220663e-01 8.195126e-01 8.170049e-01 8.145379e-01 8.121062e-01 8.097043e-01 8.073271e-01 8.049694e-01 8.026260e-01 8.002919e-01 7.979618e-01 7.956307e-01 7.932936e-01 7.909453e-01 7.885806e-01 7.861945e-01 7.837816e-01 7.813368e-01 7.788547e-01 7.763298e-01 7.737566e-01 7.711296e-01 7.684430e-01 7.656908e-01 7.628666e-01 7.600257e-01 7.571622e-01 7.542695e-01 7.513412e-01 7.483706e-01 7.453510e-01
1.174843e+00 1.161502e+00 1.147113e+00 1.131659e+00 1.115118e+00 1.097472e+00 1.078698e+00 1.061613e+00 1.048190e+00 1.035553e+00 1.023672e+00 1.012516e+00 1.002060e+00 9.922759e-01 9.831413e-01 9.746333e-01 9.667311e-01 9.594152e-01 9.526676e-01 9.464719e-01 9.408128e-01 9.356764e-01 9.310501e-01 9.269225e-01 9.232836e-01 9.201243e-01 9.174370e-01 9.152150e-01 9.134528e-01 9.121462e-01 9.112919e-01 9.108879e-01 9.109331e-01 9.114277e-01 9.123728e-01 9.137709e-01 9.156252e-01 9.179405e-01 9.207223e-01 9.239775e-01 9.277141e-01 9.319412e-01 9.366693e-01 9.419099e-01 9.476759e-01 9.539814e-01 9.608420e-01 9.682745e-01 9.762971e-01 9.849296e-01 9.941930e-01 1.004110e+00 1.014706e+00 1.026005e+00 1.038036e+00 1.050829e+00 1.064414e+00 1.078826e+00 1.094099e+00 1.110271e+00 1.127382e+00 1.145474e+00 1.164590e+00 1.184779e+00 1.206089e+00 1.228574e+00 1.252287e+00 1.277288e+00 1.303638e+00 1.331401e+00 1.360645e+00 1.391443e+00 1.423870e+00 1.467626e+00 1.518646e+00 1.567327e+00 1.613682e+00 1.657726e+00 1.699472e+00 1.738932e+00
2.435675e+00 2.469007e+00 2.502925e+00 2.537472e+00 2.572690e+00 2.608625e+00 2.645320e+00 2.675301e+00 2.697041e+00 2.718068e+00 2.738388e+00 2.758006e+00 2.776928e+00 2.795160e+00 2.812707e+00 2.829574e+00 2.845766e+00 2.861288e+00 2.876145e+00 2.890340e+00 2.903877e+00 2.916762e+00 2.928996e+00 2.940585e+00 2.951531e+00 2.961838e+00 2.971508e+00 2.980544e+00 2.988949e+00 2.996726e+00 3.003876e+00 3.010402e+00 3.016306e+00 3.021589e+00 3.026252e+00 3.030299e+00 3.033728e+00 3.036542e+00 3.038741e+00 3.040326e+00 3.041297e+00 3.041655e+00 3.041399e+00 3.040530e+00 3.039048e+00 3.036951e+00 3.034240e+00 3.030913e+00 3.026970e+00 3.022409e+00 3.017230e+00 3.011430e+00 3.005008e+00 2.997962e+00 2.990289e+00 2.981989e+00 2.973058e+00 2.963494e+00 2.953294e+00 2.942455e+00 2.930973e+00 2.918847e+00 2.906071e+00 2.892643e+00 2.878557e+00 2.863812e+00 2.848401e+00 2.832321e+00 2.815566e+00 2.798133e+00 2.780016e+00 2.761209e+00 2.741707e+00 2.722281e+00 2.703164e+00 2.683573e+00 2.663500e+00 2.642941e+00 2.621887e+00 2.600331e+00
2.221003e+00 2.246388e+00 2.272082e+00 2.298115e+00 2.324521e+00 2.351333e+00 2.378584e+00 2.407520e+00 2.436885e+00 2.465492e+00 2.493363e+00 2.520521e+00 2.546988e+00 2.572784e+00 2.597932e+00 2.622450e+00 2.646359e+00 2.669677e+00 2.692425e+00 2.714619e+00 2.736278e+00 2.757419e+00 2.778059e+00 2.798215e+00 2.817904e+00 2.837140e+00 2.855939e+00 2.874316e+00 2.892287e+00 2.909866e+00 2.927066e+00 2.943902e+00 2.960387e+00 2.976535e+00 2.992358e+00 3.007869e+00 3.023081e+00 3.038005e+00 3.052655e+00 3.067041e+00 3.081175e+00 3.095069e+00 3.108733e+00 3.122180e+00 3.135419e+00 3.148461e+00 3.161317e+00 3.173996e+00 3.186510e+00 3.198869e+00 3.211081e+00 3.223158e+00 3.235108e+00 3.246942e+00 3.258669e+00 3.270298e+00 3.281838e+00 3.293300e+00 3.304692e+00 3.316023e+00 3.327302e+00 3.338540e+00 3.349743e+00 3.360923e+00 3.372086e+00 3.383244e+00 3.394404e+00 3.405575e+00 3.416767e+00 3.427988e+00 3.439248e+00 3.450556e+00 3.461920e+00 3.476461e+00 3.492231e+00 3.506128e+00 3.518160e+00 3.528336e+00 3.536664e+00 3.543147e+00
1.509582e+00 1.508632e+00 1.507069e+00 1.504889e+00 1.502090e+00 1.498669e+00 1.494621e+00 1.489396e+00 1.483994e+00 1.478947e+00 1.474244e+00 1.469875e+00 1.465828e+00 1.462095e+00 1.458666e+00 1.455535e+00 1.452693e+00 1.450135e+00 1.447853e+00 1.445844e+00 1.444101e+00 1.442622e+00 1.441403e+00 1.440441e+00 1.439733e+00 1.439278e+00 1.439076e+00 1.439125e+00 1.439426e+00 1.439979e+00 1.440785e+00 1.441847e+00 1.443168e+00 1.444749e+00 1.446595e+00 1.448710e+00 1.451098e+00 1.453767e+00 1.456720e+00 1.459967e+00 1.463513e+00 1.467367e+00 1.471539e+00 1.476037e+00 1.480872e+00 1.486056e+00 1.491600e+00 1.497518e+00 1.503822e+00 1.510528e+00 1.517651e+00 1.525208e+00 1.533216e+00 1.541694e+00 1.550661e+00 1.560138e+00 1.570147e+00 1.580711e+00 1.591855e+00 1.603605e+00 1.615987e+00 1.629031e+00 1.642766e+00 1.657225e+00 1.672441e+00 1.688450e+00 1.705288e+00 1.722994e+00 1.741609e+00 1.761177e+00 1.781743e+00 1.803355e+00 1.826062e+00 1.857160e+00 1.893311e+00 1.927324e+00 1.959250e+00 1.989138e+00 2.017030e+00 2.042969e+00
1.364385e+00 1.358061e+00 1.350934e+00 1.342996e+00 1.334237e+00 1.324646e+00 1.314210e+00 1.297881e+00 1.277926e+00 1.259287e+00 1.241875e+00 1.225608e+00 1.210409e+00 1.196207e+00 1.182933e+00 1.170526e+00 1.158926e+00 1.148079e+00 1.137934e+00 1.128442e+00 1.119558e+00 1.111241e+00 1.103450e+00 1.096150e+00 1.089306e+00 1.082885e+00 1.076857e+00 1.071194e+00 1.065868e+00 1.060855e+00 1.056130e+00 1.051672e+00 1.047459e+00 1.043471e+00 1.039690e+00 1.036098e+00 1.032677e+00 1.029411e+00 1.026286e+00 1.023286e+00 1.020397e+00 1.017605e+00 1.014897e+00 1.012261e+00 1.009684e+00 1.007153e+00 1.004657e+00 1.002183e+00 9.997215e-01 9.972590e-01 9.947844e-01 9.922861e-01 9.897521e-01 9.871705e-01 9.845290e-01 9.818152e-01 9.790163e-01 9.761190e-01 9.731095e-01 9.699737e-01 9.666967e-01 9.632631e-01 9.596565e-01 9.558599e-01 9.518554e-01 9.476240e-01 9.431457e-01 9.383992e-01 9.333623e-01 9.280109e-01 9.223199e-01 9.162623e-01 9.098093e-01 9.050389e-01 9.022940e-01 8.994610e-01 8.965345e-01 8.935089e-01 8.903782e-01 8.871365e-01
2.826741e+00 2.874549e+00 2.923450e+00 2.973506e+00 3.024778e+00 3.077332e+00 3.131232e+00 3.174865e+00 3.205966e+00 3.236218e+00 3.265628e+00 3.294201e+00 3.321943e+00 3.348859e+00 3.374954e+00 3.400232e+00 3.424698e+00 3.448358e+00 3.471215e+00 3.493273e+00 3.514537e+00 3.535010e+00 3.554697e+00 3.573601e+00 3.591726e+00 3.609075e+00 3.625650e+00 3.641456e+00 3.656496e+00 3.670771e+00 3.684285e+00 3.697040e+00 3.709039e+00 3.720283e+00 3.730776e+00 3.740518e+00 3.749512e+00 3.757759e+00 3.765261e+00 3.772019e+00 3.778035e+00 3.783310e+00 3.787844e+00 3.791638e+00 3.794694e+00 3.797011e+00 3.798591e+00 3.799433e+00 3.799537e+00 3.798904e+00 3.797534e+00 3.795426e+00 3.792580e+00 3.788995e+00 3.784671e+00 3.779606e+00 3.773801e+00 3.767253e+00 3.759962e+00 3.751927e+00 3.743145e+00 3.733615e+00 3.723335e+00 3.712304e+00 3.700520e+00 3.687979e+00 3.674681e+00 3.660622e+00 3.645799e+00 3.630211e+00 3.613854e+00 3.596725e+00 3.578820e+00 3.553512e+00 3.521483e+00 3.489339e+00 3.457058e+00 3.424619e+00 3.392000e+00 3.359178e+00
1.640451e+00 1.644346e+00 1.647796e+00 1.650806e+00 1.653380e+00 1.655520e+00 1.657230e+00 1.658192e+00 1.658909e+00 1.659700e+00 1.660564e+00 1.661503e+00 1.662518e+00 1.663609e+00 1.664777e+00 1.666023e+00 1.667348e+00 1.668754e+00 1.670241e+00 1.671810e+00 1.673463e+00 1.675201e+00 1.677026e+00 1.678939e+00 1.680941e+00 1.683034e+00 1.685220e+00 1.687501e+00 1.689878e+00 1.692353e+00 1.694928e+00 1.697606e+00 1.700388e+00 1.703277e+00 1.706275e+00 1.709384e+00 1.712607e+00 1.715946e+00 1.719405e+00 1.722986e+00 1.726691e+00 1.730524e+00 1.734488e+00 1.738586e+00 1.742822e+00 1.747198e+00 1.751718e+00 1.756386e+00 1.761206e+00 1.766181e+00 1.771316e+00 1.776614e+00 1.782080e+00 1.787718e+00 1.793532e+00 1.799528e+00 1.805711e+00 1.812084e+00 1.818654e+00 1.825425e+00 1.832403e+00 1.839593e+00 1.847002e+00 1.854635e+00 1.862499e+00 1.870599e+00 1.878942e+00 1.887535e+00 1.896385e+00 1.905499e+00 1.914883e+00 1.924547e+00 1.934496e+00 1.951399e+00 1.973403e+00 1.993864e+00 2.012798e+00 2.030217e+00 2.046133e+00 2.060557e+00
1.707802e+00 1.714190e+00 1.720221e+00 1.725902e+00 1.731241e+00 1.736243e+00 1.740916e+00 1.745625e+00 1.750268e+00 1.754492e+00 1.758303e+00 1.761705e+00 1.764705e+00 1.767306e+00 1.769512e+00 1.771326e+00 1.772751e+00 1.773789e+00 1.774440e+00 1.774707e+00 1.774590e+00 1.774088e+00 1.773200e+00 1.771926e+00 1.770264e+00 1.768211e+00 1.765764e+00 1.762920e+00 1.759674e+00 1.756023e+00 1.751961e+00 1.747482e+00 1.742579e+00 1.737246e+00 1.731476e+00 1.725259e+00 1.718587e+00 1.711451e+00 1.703841e+00 1.695745e+00 1.687152e+00 1.678049e+00 1.668425e+00 1.658264e+00 1.647553e+00 1.636277e+00 1.624418e+00 1.611961e+00 1.598888e+00 1.585179e+00 1.570816e+00 1.555778e+00 1.540044e+00 1.523590e+00 1.506394e+00 1.488432e+00 1.469676e+00 1.450102e+00 1.429681e+00 1.408383e+00 1.386179e+00 1.363036e+00 1.338922e+00 1.313803e+00 1.287643e+00 1.260403e+00 1.232047e+00 1.202532e+00 1.171817e+00 1.139859e+00 1.106612e+00 1.072027e+00 1.036057e+00 1.009234e+00 9.934998e-01 9.782435e-01 9.634381e-01 9.490575e-01 9.350766e-01 9.214708e-01
1.222442e+00 1.210863e+00 1.198298e+00 1.184731e+00 1.170145e+00 1.154521e+00 1.137841e+00 1.114371e+00 1.087319e+00 1.062247e+00 1.039014e+00 1.017490e+00 9.975551e-01 9.790967e-01 9.620119e-01 9.462050e-01 9.315875e-01 9.180776e-01 9.055997e-01 8.940838e-01 8.834655e-01 8.736854e-01 8.646886e-01 8.564249e-01 8.488479e-01 8.419152e-01 8.355880e-01 8.298309e-01 8.246117e-01 8.199011e-01 8.156727e-01 8.119029e-01 8.085706e-01 8.056570e-01 8.031460e-01 8.010234e-01 7.992774e-01 7.978981e-01 7.968779e-01 7.962111e-01 7.958938e-01 7.959244e-01 7.963030e-01 7.970317e-01 7.981146e-01 7.995578e-01 8.013693e-01 8.035593e-01 8.061401e-01 8.091260e-01 8.125339e-01 8.163828e-01 8.206942e-01 8.254924e-01 8.308040e-01 8.366590e-01 8.430900e-01 8.501332e-01 8.578278e-01 8.662171e-01 8.753479e-01 8.852714e-01 8.960432e-01 9.077235e-01 9.203778e-01 9.340769e-01 9.488975e-01 9.649227e-01 9.822420e-01 1.000953e+00 1.021159e+00 1.042975e+00 1.066521e+00 1.087372e+00 1.102653e+00 1.116945e+00 1.130269e+00 1.142646e+00 1.154095e+00 1.164631e+00
